SpineBase;;;SpineMid;;;Neck;;;Head;;;ShoulderLeft;;;ElbowLeft;;;WristLeft;;;HandLeft;;;ShoulderRight;;;ElbowRight;;;WristRight;;;HandRight;;;HipLeft;;;KneeLeft;;;AnkleLeft;;;FootLeft;;;HipRight;;;KneeRight;;;AnkleRight;;;FootRight;;;SpineShoulder;;;HandTipLeft;;;ThumbLeft;;;HandTipRight;;;ThumbRight;;;
X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;
-0,478493;-0,8552383;2,352854;-0,4601155;-0,5666534;2,444909;-0,4404248;-0,2815342;2,52636;-0,4532612;-0,2090141;2,598963;-0,5047619;-0,4087703;2,373249;-0,5899627;-0,5736912;2,312563;-0,65882;-0,75122;2,285074;-0,6813633;-0,8046392;2,277421;-0,2965427;-0,4220031;2,467553;-0,2510081;-0,6087862;2,470562;-0,221659;-0,7471978;2,458318;-0,212161;-0,7940178;2,45703;-0,5208775;-0,843427;2,306689;-0,5649131;-1,07342;2,207296;-0,5921758;-1,30791;2,236074;-0,5710884;-1,20022;2,208838;-0,426191;-0,8493015;2,35019;-0,3590751;-1,079555;2,380138;-0,4274151;-1,023641;2,598117;-0,447825;-1,020229;2,481318;-0,4455989;-0,3524368;2,507823;-0,7024034;-0,8454108;2,271753;-0,6333628;-0,8263725;2,277455;-0,2115539;-0,7917455;2,449999;-0,2107619;-0,7887816;2,440827;
-0,4879921;-0,8402423;2,366721;-0,4686978;-0,5613707;2,456334;-0,4496036;-0,2830286;2,537346;-0,4600309;-0,2075309;2,608378;-0,5210434;-0,4094657;2,383448;-0,6114105;-0,577253;2,327322;-0,689801;-0,7556754;2,313061;-0,7041902;-0,8046605;2,308087;-0,3037216;-0,4234946;2,479282;-0,2592753;-0,6145697;2,480159;-0,2176964;-0,7523451;2,459194;-0,2041354;-0,7989709;2,455051;-0,5303935;-0,8279865;2,320933;-0,5758306;-1,065912;2,231867;-0,6957853;-0,8461376;2,215903;-0,6411444;-0,9225419;2,203702;-0,4353214;-0,8347765;2,362658;-0,44907;-1,0806;2,375243;-0,2895335;-0,8918813;2,32225;-0,3642052;-0,9338255;2,266515;-0,4544359;-0,3522714;2,518712;-0,7065856;-0,8573656;2,31769;-0,6705136;-0,806958;2,32925;-0,2035397;-0,7966391;2,447886;-0,2030721;-0,7934114;2,438629;
-0,4992558;-0,8376508;2,390966;-0,4876512;-0,5593505;2,484123;-0,4759766;-0,2853944;2,565882;-0,484946;-0,2068814;2,637311;-0,5424193;-0,4119667;2,402898;-0,6403998;-0,5820727;2,357641;-0,7217771;-0,762884;2,351717;-0,7430938;-0,8146002;2,345332;-0,3171855;-0,4255319;2,502308;-0,2717263;-0,6205039;2,495103;-0,2570444;-0,7664481;2,484884;-0,2524934;-0,8158695;2,48462;-0,5420032;-0,824756;2,343728;-0,5779623;-1,067854;2,248001;-0,7430202;-0,8737904;2,239255;-0,6711439;-0,9411595;2,215066;-0,4450411;-0,8312485;2,383119;-0,4435275;-1,080073;2,402622;-0,2947453;-0,8849044;2,321522;-0,373629;-0,9275889;2,273829;-0,479129;-0,35336;2,547501;-0,7519512;-0,8699712;2,356785;-0,7051499;-0,7991213;2,356375;-0,2516911;-0,8132773;2,476725;-0,2506447;-0,8098962;2,466429;
-0,5133851;-0,8342795;2,412744;-0,503743;-0,5584558;2,503808;-0,4925908;-0,2866581;2,582625;-0,4933402;-0,2072123;2,656181;-0,5625473;-0,4154162;2,425688;-0,6629034;-0,587615;2,379845;-0,7438766;-0,7717453;2,377144;-0,7725062;-0,8262818;2,379564;-0,3275683;-0,4420278;2,515268;-0,2819009;-0,6400065;2,508392;-0,2827185;-0,7880885;2,484313;-0,2833587;-0,8382775;2,479559;-0,5581282;-0,8178959;2,366234;-0,595473;-1,061784;2,257987;-0,7569414;-0,8599405;2,23534;-0,683448;-0,9281031;2,210966;-0,4567069;-0,8303273;2,401919;-0,4726436;-1,083059;2,415099;-0,302926;-0,8965031;2,342476;-0,3805321;-0,9398876;2,286334;-0,4956891;-0,3541668;2,565035;-0,7862595;-0,8844524;2,401052;-0,7427803;-0,8171874;2,378769;-0,2824208;-0,8355029;2,471352;-0,2811975;-0,8318838;2,460647;
-0,5304869;-0,8391414;2,428294;-0,5211127;-0,5630552;2,519037;-0,5099586;-0,2906532;2,598191;-0,5147851;-0,216018;2,67486;-0,5792038;-0,4181992;2,442227;-0,6837621;-0,5818016;2,406286;-0,7625695;-0,7592944;2,415968;-0,7852157;-0,8182964;2,415928;-0,3888398;-0,4345272;2,516781;-0,3161313;-0,6176968;2,517631;-0,338013;-0,7595905;2,520364;-0,3738044;-0,7823009;2,466964;-0,5734679;-0,8239552;2,373274;-0,5969004;-1,055978;2,283353;-0,6628227;-1,279433;2,271933;-0,6173306;-1,175873;2,235002;-0,4761948;-0,8350222;2,43237;-0,642378;-0,9699948;2,28967;-0,37706;-0,8943754;2,364588;-0,4385248;-0,9457809;2,2979;-0,5130881;-0,3583628;2,580424;-0,7965784;-0,8690295;2,42729;-0,7571873;-0,8043963;2,4076;-0,3710936;-0,8185835;2,460165;-0,3771355;-0,7530224;2,448167;
-0,537029;-0,8390592;2,442554;-0,5307736;-0,5653214;2,533943;-0,5236073;-0,2959885;2,614059;-0,5202881;-0,2197502;2,690331;-0,5961226;-0,4234323;2,460994;-0,7051633;-0,5896181;2,437967;-0,7819676;-0,7720094;2,447573;-0,8102869;-0,8313149;2,456935;-0,3563962;-0,4617007;2,557112;-0,3116045;-0,6573951;2,536217;-0,3692285;-0,7920163;2,518774;-0,3859596;-0,8191861;2,490101;-0,5812184;-0,8226417;2,390786;-0,6325837;-1,055876;2,298626;-0,6455954;-1,292547;2,250432;-0,6133642;-1,181799;2,237814;-0,4802301;-0,8356603;2,439671;-0,6591437;-0,9745629;2,307626;-0,4259275;-0,9817321;2,417787;-0,4978606;-1,008126;2,337838;-0,5256563;-0,3628543;2,596054;-0,8181338;-0,8853779;2,472412;-0,7818635;-0,8324335;2,445231;-0,3806605;-0,8483668;2,47943;-0,3874421;-0,7870878;2,464;
-0,02558603;-0,7195337;1,681777;-0,03399289;-0,4111888;1,776233;-0,04187296;-0,1105295;1,854985;-0,05063613;-0,02828433;1,926269;-0,1687448;-0,2418718;1,695741;-0,2543564;-0,4419698;1,656357;-0,319917;-0,639834;1,699636;-0,3190054;-0,6646934;1,720847;0,1175034;-0,2445426;1,787708;0,2027281;-0,4459805;1,776661;0,2235555;-0,6616743;1,776089;0,2394133;-0,6936368;1,775389;-0,07056477;-0,70627;1,627337;-0,1345629;-1,023568;1,546019;-0,1958704;-1,332597;1,49255;-0,1780951;-1,34061;1,379714;0,02027951;-0,7064437;1,674593;0,02701594;-1,025586;1,702428;0,03366353;-1,336772;1,753337;0,06318331;-1,379115;1,662734;-0,03998059;-0,1847412;1,837763;-0,333966;-0,704784;1,763705;-0,2814887;-0,667914;1,701637;0,2585244;-0,7414961;1,784213;0,2662883;-0,6644896;1,77;
-0,03484412;-0,7223485;1,681988;-0,04358777;-0,4140284;1,780377;-0,05217585;-0,1129879;1,864648;-0,06063727;-0,03109799;1,935175;-0,1831468;-0,2446692;1,708719;-0,2652583;-0,4437031;1,671251;-0,3253973;-0,6353372;1,70097;-0,3334273;-0,65596;1,727481;0,1129392;-0,2475635;1,793076;0,1965661;-0,4471875;1,779979;0,2181182;-0,6606491;1,777694;0,2266568;-0,6897193;1,780104;-0,08951888;-0,710905;1,630402;-0,1217546;-0,9924783;1,548846;-0,1572491;-1,3014;1,488234;-0,1380423;-1,306589;1,376419;0,01713874;-0,7088199;1,675109;0,02082062;-0,9881786;1,703413;0,02499257;-1,295104;1,760576;0,05058487;-1,342926;1,674738;-0,05008494;-0,1873587;1,845837;-0,3442068;-0,6959359;1,766103;-0,2959782;-0,6548473;1,703133;0,2545365;-0,7358391;1,791322;0,2514927;-0,6412838;1,772455;
-0,1574693;-0,8028579;1,965867;-0,1711872;-0,4933404;2,051378;-0,1834908;-0,1898786;2,122231;-0,197118;-0,1099672;2,197749;-0,3160609;-0,3113062;1,957926;-0,4180851;-0,5313746;1,907097;-0,4460025;-0,7267276;1,918206;-0,4574118;-0,7770079;1,945158;-0,00737943;-0,337524;2,056146;0,06184278;-0,5728359;2,025482;0,06434571;-0,8164917;2,015607;0,05605303;-0,88796;2,019619;-0,2139621;-0,7854637;1,910777;-0,2675548;-1,096138;1,820361;-0,3251941;-1,424167;1,753598;-0,3012376;-1,432362;1,634309;-0,09606659;-0,7949888;1,959087;-0,1472933;-1,065791;1,944321;-0,2167672;-1,438478;1,961824;-0,1989517;-1,475673;1,85401;-0,1806416;-0,2650181;2,106922;-0,4702932;-0,8366485;1,962455;-0,4164459;-0,7698412;1,938334;0,06232724;-0,9477613;2,016765;0,08260798;-0,8566234;2,004786;
